Numéro;Petite région agricole;Région agricole SAFER;Région agricole MdA;Vieille Région agricole MdA;code pra;code safer;code minister;code insee
70;Hautes-Vosges;Région vosgienne et sous-vosgienne;Région vosgienne et sous-vosgienne;Hautes-Vosges;pra530;ra296;ram296;70307
70;Plaine grayloise;Plaine grayloise;Plaine grayloise;Plaine grayloise;pra531;ra297;ram297;70205
70;Plaines et basses vallées du Doubs et de l'Ognon;Vallée de l'Ognon et Trouée de Belfort;Vallée de l'Ognon et Trouée de Belfort;Plaines et basses vallées du Doubs et de l'Ognon;pra532;ra298;ram298;70447
70;Région des plateaux;Région des plateaux;Région des plateaux;Région des plateaux;pra533;ra299;ram299;70007
70;Région sous-vosgienne de Haute-Saône;Région vosgienne et sous-vosgienne;Région vosgienne et sous-vosgienne;Région sous-vosgienne de Haute-Saône;pra534;ra296;ram296;70005
70;Région vosgienne de Haute-Saône;Région vosgienne et sous-vosgienne;Région vosgienne et sous-vosgienne;Région vosgienne de Haute-Saône;pra535;ra296;ram296;70006
70;Trouée de Belfort;Vallée de l'Ognon et Trouée de Belfort;Vallée de l'Ognon et Trouée de Belfort;Trouée de Belfort;pra536;ra298;ram298;70448
70;Vôge;Région vosgienne et sous-vosgienne;Région vosgienne et sous-vosgienne;Vôge;pra537;ra296;ram296;70309
71;Autunois;Sologne bourbonnaise, Autunois, Morvan;Sologne bourbonnaise, Autunois, Morvan;Autunois;pra538;ra300;ram300;71442
71;Bresse chalonnaise;Bresse chalonnaise;Bresse chalonnaise;Bresse chalonnaise;pra539;ra301;ram301;71202
71;Bresse louhannaise;Bresse louhannaise;Bresse louhannaise;Bresse louhannaise;pra540;ra302;ram302;71446
71;Brionnais;Charollais, Brionnais;Charollais, Brionnais;Brionnais;pra541;ra303;ram303;71183
71;Chalonnais;Mâconnais, Chalonnais;Mâconnais, Chalonnais;Chalonnais;pra542;ra304;ram304;71440
71;Charollais;Charollais, Brionnais;Charollais, Brionnais;Charollais;pra543;ra303;ram303;71187
71;Clunysois;Clunysois, Côte chalonnaise;Clunysois, côte chalonnaise;Clunysois;pra544;ra305;ram305;71184
71;Côte chalonnaise;Clunysois, Côte chalonnaise;Clunysois, côte chalonnaise;Côte chalonnaise;pra545;ra305;ram305;71441
71;Mâconnais;Mâconnais, Chalonnais;Mâconnais, Chalonnais;Mâconnais;pra546;ra304;ram304;71444
71;Morvan;Sologne bourbonnaise, Autunois, Morvan;Sologne bourbonnaise, Autunois, Morvan;Morvan;pra547;ra300;ram300;71443
71;Sologne bourbonnaise;Sologne bourbonnaise, Autunois, Morvan;Sologne bourbonnaise, Autunois, Morvan;Sologne bourbonnaise;pra548;ra300;ram300;71429
72;Beaugeois;Sarthe sud;Sarthe Sud;Beaugeois;pra549;ra306;ram306;72345
72;Bélinois;Région mancelle, Belinois;Région mancelle, Bellinois;Bélinois;pra550;ra307;ram307;72090
72;Bocage des Alpes mancelles;Plaine d’Alençon, Bocage des Alpes mancelles;Plaine d'Alençon, bocage des Alpes mancelles;Bocage des Alpes mancelles;pra551;ra308;ram308;72354
72;Bocage sabolien;Sarthe sud;Sarthe Sud;Bocage sabolien;pra552;ra306;ram306;72093
72;Champagne mancelle;Champagne mancelle, Saosnois;Champagne mancelle, Saosnois;Champagne mancelle;pra553;ra309;ram309;72092
72;Perche;Perche;Perche;Perche;pra554;ra310;ram310;72351
72;Plaine d’Alençon;Plaine d’Alençon, Bocage des Alpes mancelles;Plaine d'Alençon, bocage des Alpes mancelles;Plaine d’Alençon;pra555;ra308;ram308;72355
72;Plateau calaisien;Plateau calaisien;Plateau calaisien;Plateau calaisien;pra556;ra311;ram311;72091
72;Saosnois;Champagne mancelle, Saosnois;Champagne mancelle, Saosnois;Saosnois;pra557;ra309;ram309;72094
72;Vallée de la Sarthe et région mancelle;Région mancelle, Belinois;Région mancelle, Bellinois;Vallée de la Sarthe et région mancelle;pra558;ra307;ram307;72089
72;Vallée de la Sarthe nord;Vallée de la Sarthe nord;Vallée de la Sarthe Nord;Vallée de la Sarthe et région mancelle;pra559;ra312;ram312;72089
72;Vallée de la Sarthe sud et est;Sarthe sud;Sarthe Sud;Vallée de la Sarthe et région mancelle;pra560;ra306;ram306;72089
72;Vallée du Loir;Sarthe sud;Sarthe Sud;Vallée du Loir;pra561;ra306;ram306;72350
73;Albanais;Savoie ouest;Savoie Ouest;Albanais;pra562;ra313;ram313;73455
73;Bauges;Savoie ouest;Savoie Ouest;Bauges;pra563;ra313;ram313;73456
73;Beaufortain;Beaufortin, Tarentaise, Maurienne;Beaufortin, Tarentaise, Maurienne;Beaufortain;pra564;ra314;ram314;73230
73;Chartreuse;Savoie ouest;Savoie Ouest;Chartreuse;pra565;ra313;ram313;73453
73;Chautagne;Savoie ouest;Savoie Ouest;Chautagne;pra566;ra313;ram313;73213
73;Cluse de Chambéry;Savoie ouest;Savoie Ouest;Cluse de Chambéry;pra567;ra313;ram313;73220
73;Combe de Savoie;Savoie ouest;Savoie Ouest;Combe de Savoie;pra568;ra313;ram313;73219
73;Le Val d'Arly;Savoie ouest;Savoie Ouest;Le Val d'Arly;pra569;ra313;ram313;73454
73;Les Quatre Cantons;Savoie ouest;Savoie Ouest;Les Quatre Cantons;pra570;ra313;ram313;73451
73;Maurienne;Beaufortin, Tarentaise, Maurienne;Beaufortin, Tarentaise, Maurienne;Maurienne;pra571;ra314;ram314;73229
73;Tarentaise;Beaufortin, Tarentaise, Maurienne;Beaufortin, Tarentaise, Maurienne;Tarentaise;pra572;ra314;ram314;73458
74;Albanais;Haute-Savoie;Haute-Savoie;Albanais;pra573;ra315;ram315;74455
74;Bas-Chablais;Haute-Savoie;Haute-Savoie;Bas-Chablais;pra574;ra315;ram315;74226
74;Bas-Genevois;Haute-Savoie;Haute-Savoie;Bas-Genevois;pra575;ra315;ram315;74208
74;Bauges;Haute-Savoie;Haute-Savoie;Bauges;pra576;ra315;ram315;74456
74;Chablais;Haute-Savoie;Haute-Savoie;Chablais;pra577;ra315;ram315;74224
74;Cluse d'Arve;Haute-Savoie;Haute-Savoie;Cluse d'Arve;pra578;ra315;ram315;74222
74;Giffre;Haute-Savoie;Haute-Savoie;Giffre;pra579;ra315;ram315;74223
74;Grandes Alpes;Haute-Savoie;Haute-Savoie;Grandes Alpes;pra580;ra315;ram315;74458
74;La Semine;Haute-Savoie;Haute-Savoie;La Semine;pra581;ra315;ram315;74210
74;Pays de Thones;Haute-Savoie;Haute-Savoie;Pays de Thones;pra582;ra315;ram315;74227
74;Plateau des Bornes;Haute-Savoie;Haute-Savoie;Plateau des Bornes;pra583;ra315;ram315;74228
74;Plateau des Dranses;Haute-Savoie;Haute-Savoie;Plateau des Dranses;pra584;ra315;ram315;74225
74;Région d'Annecy;Haute-Savoie;Haute-Savoie;Région d'Annecy;pra585;ra315;ram315;74218
74;Région d'Annemasse;Haute-Savoie;Haute-Savoie;Région d'Annemasse;pra586;ra315;ram315;74214
74;Sillon alpin;Haute-Savoie;Haute-Savoie;Sillon alpin;pra587;ra315;ram315;74454
74;Vallée des Usses;Haute-Savoie;Haute-Savoie;Vallée des Usses;pra588;ra315;ram315;74211
76;Entre Bray et Picardie;Petit Caux, Entre Bray et Picardie;Petit Caux, entre Bray et Picardie;Entre Bray et Picardie;pra589;ra316;ram316;76048
76;Entre Caux et Vexin;Entre Caux et Vexin;Entre Caux et Vexin;Entre Caux et Vexin;pra590;ra317;ram317;76049
76;Pays de Bray;Pays de Bray;Pays de Bray;Pays de Bray;pra591;ra318;ram318;76331
76;Pays de Caux;Pays de Caux;Pays de Caux;Pays de Caux;pra592;ra319;ram319;76046
76;Petit Caux;Petit Caux, Entre Bray et Picardie;Petit Caux, entre Bray et Picardie;Petit Caux;pra593;ra316;ram316;76047
76;Vallée de la Seine;Vallée de la Seine;Vallée de la Seine;Vallée de la Seine;pra594;ra320;ram320;76332
77;Bassée ou basse-Seine;Zone sud;Zone sud;Bassée ou basse-Seine;pra595;ra321;ram321;77320
77;Bocage gâtinais;Zone sud;Zone sud;Bocage gâtinais;pra596;ra321;ram321;77338
77;Brie boisée;Périurbain et vallées;Périurbain et vallées;Brie boisée;pra597;ra322;ram322;77057
77;Brie centrale;Zone nord;Zone nord;Brie centrale;pra598;ra323;ram323;77058
77;Brie champenoise;Zone nord;Zone nord;Brie champenoise;pra599;ra323;ram323;77335
77;Brie est;Zone nord;Zone nord;Brie est;pra600;ra323;ram323;77060
77;Brie française;Périurbain et vallées;Périurbain et vallées;Brie française;pra601;ra322;ram322;77337
77;Brie humide;Zone sud;Zone sud;Brie humide;pra602;ra321;ram321;77062
77;Brie laitière;Zone nord;Zone nord;Brie laitière;pra603;ra323;ram323;77336
77;Butte de Dammartin;Périurbain et vallées;Périurbain et vallées;Butte de Dammartin;pra604;ra322;ram322;77045
77;Gâtinais;Zone sud;Zone sud;Gâtinais;pra605;ra321;ram321;77339
77;Goële et Multien;Zone nord;Zone nord;Goële et Multien;pra606;ra323;ram323;77329
77;Montois;Zone sud;Zone sud;Montois;pra607;ra321;ram321;77059
77;Orxois;Zone nord;Zone nord;Orxois;pra608;ra323;ram323;77056
77;Pays de Bière et forêt de Fontainebleau;Zone sud;Zone sud;Pays de Bière et forêt de Fontainebleau;pra609;ra321;ram321;77064
77;Vallées de la Marne et du Morin;Périurbain et vallées;Périurbain et vallées;Vallées de la Marne et du Morin;pra610;ra322;ram322;77061
78;Beauce;Yvelines;Yvelines;Beauce;pra611;ra324;ram324;78342
78;Ceinture de Paris;Yvelines;Yvelines;Ceinture de Paris;pra612;ra324;ram324;78333
78;Drouais Thimerais;Yvelines;Yvelines;Drouais Thimerais;pra613;ra324;ram324;78334
78;Hurepoix;Yvelines;Yvelines;Hurepoix;pra614;ra324;ram324;78055
78;Plaine de Versailles;Yvelines;Yvelines;Plaine de Versailles;pra615;ra324;ram324;78053
78;Vallée de la Seine;Yvelines;Yvelines;Vallée de la Seine;pra616;ra324;ram324;78332
78;Vexin;Yvelines;Yvelines;Vexin;pra617;ra324;ram324;78330
78;Yvelines;Yvelines;Yvelines;Yvelines;pra618;ra324;ram324;78054
79;Bocage;Bocage;Bocage;Bocage;pra619;ra325;ram325;79373
79;Entre plaine et gâtine;Plateau mellois, Entre plaine et gâtine;Plateau mellois, entre plaine et Gâtine;Entre plaine et gâtine;pra620;ra326;ram326;79366
79;Gâtine;Gâtine;Gâtine;Gâtine;pra621;ra327;ram327;79368
79;Marais poitevin mouillé;Marais poitevin mouillé;Marais poitevin mouillé;Marais poitevin mouillé;pra622;ra328;ram328;79370
79;Plaine de la Mothe-Lezay;Plaine de la Mothe-Lezay;Plaine de la Mothe-Lezay;Plaine de la Mothe-Lezay;pra623;ra329;ram329;79367
79;Plaine de Niort-Brioux;Plaine de Niort-Brioux;Plaine de Niort-Brioux;Plaine de Niort-Brioux;pra624;ra330;ram330;79371
79;Plaine de Thouars;Plaine de Thouars;Plaine de Thouars;Plaine de Thouars;pra625;ra331;ram331;79349
79;Plateau mellois;Plateau mellois, Entre plaine et gâtine;Plateau mellois, entre plaine et Gâtine;Plateau mellois;pra626;ra326;ram326;79109
80;Marquenterre;Vimeu, Marquenterre;Vimeu, Marquenterre;Marquenterre;pra627;ra332;ram332;80037
80;Plateau picard;Plateau picard;Plateau picard;Plateau picard;pra628;ra333;ram333;80327
80;Ponthieu;Ponthieu;Ponthieu;Ponthieu;pra629;ra334;ram334;80036
80;Santerre;Santerre;Santerre;Santerre;pra630;ra335;ram335;80035
80;Vimeu;Vimeu, Marquenterre;Vimeu, Marquenterre;Vimeu;pra631;ra332;ram332;80038
81;Causses du Quercy;Tarn croissant nord-est;Tarn croissant Nord-Est;Causses du Quercy;pra632;ra336;ram336;81395
81;Coteaux molassiques;Tarn croissant nord-est;Tarn croissant Nord-Est;Coteaux molassiques;pra633;ra336;ram336;81152
81;Gaillacois;Gaillacois;Gaillacois;Gaillacois;pra634;ra337;ram337;81151
81;Lauragais;Tarn centre-sud;Tarn Centre Sud;Lauragais;pra635;ra338;ram338;81391
81;Montagne noire;Tarn centre-sud;Tarn Centre Sud;Montagne noire;pra636;ra338;ram338;81413
81;Monts de Lacaune;Tarn croissant nord-est;Tarn croissant Nord-Est;Monts de Lacaune;pra637;ra336;ram336;81412
81;Plaine de l'Albigeois et du Castrais;Tarn centre-sud;Tarn Centre Sud;Plaine de l'Albigeois et du Castrais;pra638;ra338;ram338;81153
81;Ségala;Tarn croissant nord-est;Tarn croissant Nord-Est;Ségala;pra639;ra336;ram336;81409
82;Bas-Quercy de Montclar;Bas-Quercy de Montclar, Lauragais;Bas Quercy de Montclars et Lauragais;Bas-Quercy de Montclar;pra640;ra339;ram339;82154
82;Bas-Quercy de Montpezat;Bas-Quercy de Montpezat, Pays de Serres;Bas Quercy de Montpezat, pays de Serres;Bas-Quercy de Montpezat;pra641;ra340;ram340;82155
82;Causses du Quercy;Causses du Quercy, Rouergue;Causses du Quercy, Rouergue;Causses du Quercy;pra642;ra341;ram341;82395
82;Coteaux du Gers;Coteaux du Gers, Lomagne;Coteaux du Gers, Lomagne;Coteaux du Gers;pra643;ra342;ram342;82385
82;Lauragais;Bas-Quercy de Montclar, Lauragais;Bas Quercy de Montclars et Lauragais;Lauragais;pra644;ra339;ram339;82391
82;Lomagne;Coteaux du Gers, Lomagne;Coteaux du Gers, Lomagne;Lomagne;pra645;ra342;ram342;82384
82;Neracois;Vallées et terrasses, Neracois;Vallées et terrasses, Néracois;Neracois;pra646;ra343;ram343;82398
82;Pays de Serres;Bas-Quercy de Montpezat, Pays de Serres;Bas Quercy de Montpezat, pays de Serres;Pays de Serres;pra647;ra340;ram340;82399
82;Quercy blanc;Causses du Quercy, Rouergue;Causses du Quercy, Rouergue;Quercy blanc;pra648;ra341;ram341;82396
82;Rouergue;Causses du Quercy, Rouergue;Causses du Quercy, Rouergue;Rouergue;pra649;ra341;ram341;82397
82;Vallées et terrasses;Vallées et terrasses, Neracois;Vallées et terrasses, Néracois;Vallées et terrasses;pra650;ra343;ram343;82390
83;Coteaux de Provence;Coteaux de Provence;Coteaux de Provence;Coteaux de Provence;pra651;ra344;ram344;83468
83;Littoral de Provence;Littoral de Provence;Littoral de Provence;Littoral de Provence;pra652;ra345;ram345;83469
83;Maures et Esterel;Maures et Esterel;Maures et Estérel;Maures et Esterel;pra653;ra346;ram346;83247
83;Montagne de Haute-Provence;Montagne de Haute-Provence;Montagne de Haute-Provence;Montagne de Haute-Provence;pra654;ra347;ram347;83460
83;Régions fruitières de Solliès-Pont et de Fréjus;Régions fruitières de Solliès-Pont et de Fréjus;Régions fruitières de Solliès-Pont et de Fréjus;Régions fruitières de Solliès-Pont et de Fréjus;pra655;ra348;ram348;83248
84;Barronnies;Haut-Vaucluse;Haut Vaucluse;Barronnies;pra656;ra349;ram349;84463
84;Basse-vallée de la Durance;Basse-vallée de la Durance;Basse vallée de la Durance;Basse-vallée de la Durance;pra657;ra350;ram350;84466
84;Comtat;Comtat;Comtat;Comtat;pra658;ra351;ram351;84467
84;Monts du Ventoux, de Vaucluse et du Luberon;Monts du Ventoux, de Vaucluse et du Luberon;Monts du Ventoux, de Vaucluse et du Lubéron;Monts du Ventoux, de Vaucluse et du Luberon;pra659;ra352;ram352;84238
84;Plateau de Saint-Christol;Plateau de Saint-Christol;Plateau de Saint-Christol;Plateau de Saint-Christol;pra660;ra353;ram353;84462
84;Tricastin;Haut-Vaucluse;Haut-Vaucluse;Tricastin;pra661;ra349;ram353;84464
85;Bas-bocage;Bas-bocage;Bas bocage;Bas-bocage;pra662;ra354;ram354;85368
85;Bocage de Chantonnay;Bas-bocage;Bas bocage;Bocage de Chantonnay;pra663;ra354;ram354;85110
85;Entre plaine et bocage;Bas-bocage;Bas bocage;Entre plaine et bocage;pra664;ra354;ram354;85366
85;Haut-bocage;Haut-bocage;Haut bocage;Haut-bocage;pra665;ra355;ram355;85373
85;Marais breton;Marais breton;Marais breton;Marais breton;pra666;ra356;ram356;85365
85;Marais poitevin desséché;Marais poitevin;Marais poitevin;Marais poitevin desséché;pra667;ra357;ram357;85369
85;Marais poitevin mouillé;Marais poitevin;Marais poitevin;Marais poitevin mouillé;pra668;ra357;ram357;85370
85;Plaine vendéenne;Plaine vendéenne;Plaine vendéenne;Plaine vendéenne;pra669;ra358;ram358;85371
86;Confins granitiques du Limousin;Brandes et confins granitiques;Brandes et confins granitiques;Confins granitiques du Limousin;pra670;ra359;ram359;86182
86;Gâtine;Gâtine;Gâtine;Gâtine;pra671;ra360;ram360;86368
86;Plaine de Loudun, Richelieu et Châtellerault;Plaine de Loudun, Châtellerault;Plaine de Loudun, Châtellerault;Plaine de Loudun, Richelieu et Châtellerault;pra672;ra361;ram361;86348
86;Plaine de Thouars Moncontour;Plaine de Thouars, Saumurois;Plaine de Thouars, Saumurois;Plaine de Thouars Moncontour;pra673;ra362;ram362;86349
86;Région des Brandes;Brandes et confins granitiques;Brandes et confins granitiques;Région des Brandes;pra674;ra359;ram359;86438
86;Saumurois;Plaine de Thouars, Saumurois;Plaine de Thouars, Saumurois;Saumurois;pra675;ra362;ram362;86347
86;Terres rouges à châtaigniers;Terres rouges à châtaigniers;Terres rouges à châtaigniers;Terres rouges à châtaigniers;pra676;ra363;ram363;86372
87;Haut-Limousin;Plateau de Millevaches, Haut-Limousin;Plateau de Millevaches, Haut-Limousin;Haut-Limousin;pra677;ra364;ram364;87432
87;Marche;Marche;Marche;Marche;pra678;ra365;ram365;87431
87;Plateau de Millevaches;Plateau de Millevaches, Haut-Limousin;Plateau de Millevaches, Haut-Limousin;Plateau de Millevaches;pra679;ra364;ram364;87430
88;Barrois;Haye, Châtenois, Côte de Meuse, Barrois;La Haye, Châtenois, côte de Meuse, Barrois;Barrois;pra680;ra366;ram366;88314
88;Châtenois;Haye, Châtenois, Côte de Meuse, Barrois;La Haye, Châtenois, côte de Meuse, Barrois;Châtenois;pra681;ra366;ram366;88310
88;Côte de Meuse;Haye, Châtenois, Côte de Meuse, Barrois;La Haye, Châtenois, côte de Meuse, Barrois;Côte de Meuse;pra682;ra366;ram366;88313
88;Haye;Haye, Châtenois, Côte de Meuse, Barrois;La Haye, Châtenois, côte de Meuse, Barrois;La Haye;pra683;ra366;ram366;88305
88;Montagne vosgienne;Montagne vosgienne, Vôge;Montagne vosgienne, Vôge;Montagne vosgienne;pra684;ra367;ram367;88307
88;Plateau lorrain;Plateau lorrain;Plateau lorrain;Plateau lorrain sud;pra685;ra368;ram368;88306
88;Vôge;Montagne vosgienne, Vôge;Montagne vosgienne, Vôge;Vôge;pra686;ra367;ram367;88309
89;Basse-Yonne;Sénonais, Gâtinais;Senonais, Gâtinais;Basse-Yonne;pra687;ra369;ram369;89320
89;Champagne crayeuse;Sénonais, Gâtinais;Senonais, Gâtinais;Champagne crayeuse;pra688;ra369;ram369;89317
89;Gâtinais pauvre;Sénonais, Gâtinais;Senonais, Gâtinais;Gâtinais pauvre;pra689;ra369;ram369;89338
89;Morvan;Terre Plaine, Morvan;Terre plaine, Morvan;Morvan;pra690;ra370;ram370;89443
89;Pays d'Othe;Vallées, Pays d'Othe;Vallées, pays d'Othe;Pays d'Othe;pra691;ra371;ram371;89319
89;Plateaux de Bourgogne;Plateaux de Bourgogne;Plateaux de Bourgogne;Plateaux de Bourgogne;pra692;ra372;ram372;89186
89;Puisaye;Puisaye;Puisaye;Puisaye;pra693;ra373;ram373;89340
89;Terre Plaine;Terre Plaine, Morvan;Terre plaine, Morvan;Terre Plaine;pra694;ra370;ram370;89442
89;Vallées;Vallées, Pays d'Othe;Vallées, pays d'Othe;Vallées;pra695;ra371;ram371;89322
90;Montagne vosgienne;Territoire de Belfort;Territoire de Belfort;Montagne vosgienne;pra696;ra374;ram374;90307
90;Plateaux moyens du Jura;Territoire de Belfort;Territoire de Belfort;Plateaux moyens du Jura;pra697;ra374;ram374;90450
90;Sundgau;Territoire de Belfort;Territoire de Belfort;Sundgau;pra698;ra374;ram374;90303
90;Trouée de Belfort;Territoire de Belfort;Territoire de Belfort;Trouée de Belfort;pra699;ra374;ram374;90448
91;Beauce;Essonne;Essonne;Beauce;pra700;ra375;ram375;91342
91;Brie française;Essonne;Essonne;Brie française;pra701;ra375;ram375;91337
91;Ceinture de Paris;Essonne;Essonne;Ceinture de Paris;pra702;ra375;ram375;91333
91;Gâtinais;Essonne;Essonne;Gâtinais;pra703;ra375;ram375;91339
91;Hurepoix;Essonne;Essonne;Hurepoix;pra704;ra375;ram375;91055
92;Ceinture de Paris;Hauts-de-Seine;Hauts-de-Seine;Ceinture de Paris;pra705;ra376;ram376;92333
93;Ceinture de Paris;Seine-Saint-Denis;Seine-Saint-Denis;Ceinture de Paris;pra706;ra377;ram377;93333
93;Vieille France;Seine-Saine-Denis;Seine-Saine-Denis;Vieille France;pra707;ra377;ram377;93329
94;Ceinture de Paris;Val-de-Marne;Val-de-Marne;Ceinture de Paris;pra708;ra378;ram378;94333
95;Ceinture de Paris;Val-d'Oise;Val-d'Oise;Ceinture de Paris;pra709;ra379;ram379;95333
95;Vallée de la Seine;Val-d'Oise;Val-d'Oise;Vallée de la Seine;pra710;ra379;ram379;95332
95;Vexin;Val-d'Oise;Val-d'Oise;Vexin;pra711;ra379;ram379;95330
95;Vieille France;Val-d'Oise;Val-d'Oise;Vieille France;pra712;ra379;ram379;95329
2A;Coteaux corses;Coteaux corses, Montagne corse;Corse-du-sud;Coteaux corses;pra713;ra380;ram384;2A259
2A;Littoral corse;Littoral corse;Corse-du-sud;Littoral corse;pra714;ra381;ram385;2A258
2A;Montagne corse;Coteaux corses, Montagne corse;Corse-du-sud;Montagne corse;pra715;ra380;ram386;2A260
2B;Coteaux corses;Coteaux corses, Montagne corse;Coteaux corses;Coteaux corses;pra716;ra382;ram381;2B259
2B;Littoral corse;Littoral corse;Littoral corse;Littoral corse;pra717;ra383;ram382;2B258
2B;Montagne corse;Coteaux corses, Montagne corse;Montagne corse;Montagne corse;pra718;ra382;ram383;2B260
971;Guadeloupe;Guadeloupe;Guadeloupe;Guadeloupe;pra971;ra971;ram971;971
972;Martinique;Martinique;Martinique;Martinique;pra972;ra972;ram972;972
973;Guyane;Guyane;Guyane;Guyane;pra973;ra973;ram973;973
974;La Réunion;La Réunion;La Réunion;La Réunion;pra974;ra974;ram974;974
976;Mayotte;Mayotte;Mayotte;Mayotte;pra976;ra976;ram976;976
72;Vallée de la Sarthe sud et est;Sarthe sud;Sarthe Sud;Vallée de la Sarthe et région mancelle;pra560;ra306;ram306;72089
